 21   3.243000  22.0  1             1                     (22+)  0                                                                                                                                                                                                                              0.000000  0    
                                         20      0.464  9.294E-01  1.000E+00  7.600E-02
231U   231   92    8   10    1    1    5.878800    5.656230
  1   0.000000   2.5  1  3.629E+05  0                 (5/2)(+#)  2 AP 1.0000E+02 %EC     =  4.0000E-03 %A                                                                                                                                                                                       0.000000       
  2   0.040000   2.5  1             0                    (5/2+)  0                                                                                                                                                                                                                              0.000000       
  3   0.045100   3.5 -1             0                    (7/2-)  0                                                                                                                                                                                                                              0.000000       
  4   0.416100  -1.0  0             2                            0                                                                                                                                                                                                                              0.000000       
                                          3      0.371  9.718E-01  9.718E-01  0.000E+00
                                          1      0.416  2.818E-02  2.818E-02  0.000E+00
  5   0.421100  -1.0  0             2                            0                                                                                                                                                                                                                              0.000000       
                                          3      0.376  3.789E-01  3.789E-01  0.000E+00
                                          1      0.421  6.211E-01  6.211E-01  0.000E+00
  6   0.481700  -1.0  0             2                            0                                                                                                                                                                                                                              0.000000       
                                          3      0.437  3.197E-01  3.197E-01  0.000E+00
                                          1      0.482  6.803E-01  6.803E-01  0.000E+00
  7   1.153500  -1.0  0             2                            0                                                                                                                                                                                                                              0.000000       
                                          4      0.738  6.944E-01  6.944E-01  0.000E+00
                                          3      1.108  3.056E-01  3.056E-01  0.000E+00
  8   1.268100  -1.0  0             2                            0                                                                                                                                                                                                                              0.000000       
                                          6      0.787  2.126E-01  2.126E-01  0.000E+00
                                          4      0.852  7.874E-01  7.874E-01  0.000E+00
232U   232   92   65   75   17    9    7.267960    6.104060
  1   0.000000   0.0  1  2.174E+09  0 u                      0+  4 =  1.0000E+02 %A      =  8.9000E-10 %24NE   LT 5.0000E-12 %28MG   =  2.7000E-12 %SF                                                                                                                                          0.000000  0    
  2   0.047573   2.0  1  2.450E-10  1 u                      2+  0                                                                                                                                                                                                                              0.000000  0    
                                          1      0.048  2.151E-03  1.000E+00  4.640E+02
  3   0.156566   4.0  1             1 u                      4+  0                                                                                                                                                                                                                              0.000000  0    
                                          2      0.109  9.852E-02  1.000E+00  9.150E+00
  4   0.322690   6.0  1             1 u                      6+  0                                                                                                                                                                                                                              0.000000  0    
                                          3      0.166  3.876E-01  1.000E+00  1.580E+00
  5   0.541100   8.0  1             1 u                      8+  0                                                                                                                                                                                                                              0.000000  0    
                                          4      0.218  6.435E-01  1.000E+00  5.540E-01
  6   0.563194   1.0 -1             2 u                      1-  0                                                                                                                                                                                                                              0.000000  1    
                                          2      0.516  5.847E-01  5.922E-01  1.274E-02
                                          1      0.563  4.035E-01  4.078E-01  1.074E-02
  7   0.628965   3.0 -1             2 u                      3-  0                                                                                                                                                                                                                              0.000000  1    
                                          3      0.472  3.856E-01  3.914E-01  1.516E-02
                                          2      0.581  6.025E-01  6.086E-01  1.010E-02
  8   0.691420   0.0  1             2 u                      0+  0                                                                                                                                                                                                                              0.000000  2    
                                          2      0.644  0.000E+00  0.000E+00  2.700E-02
                                          1      0.691  0.000E+00  0.000E+00  0.000E+00
  9   0.734570   2.0  1             3 u                      2+  0                                                                                                                                                                                                                              0.000000  2    
                                          3      0.578  1.755E-01  1.831E-01  4.300E-02
                                          2      0.687  3.375E-01  3.578E-01  6.000E-02
                                          1      0.735  4.500E-01  4.592E-01  2.040E-02
 10   0.746800   5.0 -1             2 u                    (5-)  0                                                                                                                                                                                                                              0.000000  1    
                                          4      0.424  2.546E-01  2.623E-01  3.000E-02
                                          3      0.590  7.275E-01  7.377E-01  1.400E-02
 11   0.805880  10.0  1             1 u                     10+  0                                                                                                                                                                                                                              0.000000  0    
                                          5      0.265  7.776E-01  1.000E+00  2.860E-01
 12   0.833070   4.0  1             1 u                      4+  0                                                                                                                                                                                                                              0.000000  2    
                                          3      0.677  9.346E-01  1.000E+00  7.000E-02
 13   0.866790   2.0  1             5 u                      2+  0                                                                                                                                                                                                                              0.000000  3    
                                          9      0.133  7.064E-04  5.651E-03  7.000E+00
                                          8      0.175  7.064E-04  1.602E-03  1.268E+00
                                          3      0.710  1.521E-02  1.555E-02  2.206E-02
                                          2      0.819  5.434E-01  5.526E-01  1.700E-02
                                          1      0.867  4.184E-01  4.246E-01  1.484E-02
 14   0.911490   3.0  1             4 u                    (3)+  0                                                                                                                                                                                                                              0.000000  3    
                                          9      0.176  1.520E-03  6.080E-03  3.000E+00
                                          3      0.755  2.128E-01  2.170E-01  1.950E-02
                                          2      0.864  7.600E-01  7.714E-01  1.494E-02
                                          1      0.911  4.560E-03  5.601E-03  2.282E-01
 15   0.915200   7.0 -1             2 u                    (7-)  0                                                                                                                                                                                                                              0.000000  1    
                                          5      0.374  0.000E+00  0.000E+00  4.000E-02
                                          4      0.592  0.000E+00  0.000E+00  1.400E-02
 16   0.927300   0.0  1             2 u                    (0+)  0                                                                                                                                                                                                                              0.000000  4    
                                          6      0.364  9.728E-01  9.981E-01  2.600E-02
                                          2      0.880  1.848E-03  1.875E-03  1.440E-02
 17   0.967600   2.0  1             5 u                    (2)+  0                                                                                                                                                                                                                              0.000000  4    
                                          7      0.339  4.710E-01  4.854E-01  3.040E-02
                                          6      0.404  3.580E-01  3.655E-01  2.090E-02
                                          3      0.811  6.123E-02  6.227E-02  1.690E-02
                                          2      0.920  6.123E-02  6.307E-02  3.000E-02
                                          1      0.968  2.355E-02  2.383E-02  1.200E-02
 18   0.970710   4.0  1             2                      (4+)  0                                                                                                                                                                                                                              0.000000  3    
                                          3      0.814  6.681E-01  6.949E-01  4.000E-02
                                          2      0.923  3.007E-01  3.051E-01  1.490E-02
 19   0.984900   6.0  1             1                        6+  0                                                                                                                                                                                                                              0.000000  2    
                                          4      0.662  9.346E-01  1.000E+00  7.000E-02
 20   1.016850   2.0 -1  5.000E-11  7                        2-  0                                                                                                                                                                                                                              0.000000  5    
                                         14      0.105  2.031E-02  2.255E-02  1.102E-01
                                         13      0.150  1.434E-01  1.715E-01  1.962E-01
                                          9      0.282  1.335E-04  1.395E-04  4.520E-02
                                          7      0.388  8.822E-02  9.801E-02  1.110E-01
                                          6      0.454  1.143E-01  1.250E-01  9.300E-02
                                          2      0.969  5.804E-01  5.827E-01  3.970E-03
                                          1      1.016  1.741E-04  1.900E-04  9.150E-02
 21   1.050900   3.0 -1  5.000E-11  7                        3-  0                                                                                                                                                                                                                              0.000000  5    
                                         18      0.080  1.953E-02  2.394E-02  2.255E-01
                                         14      0.139  3.400E-02  4.192E-02  2.327E-01
                                         13      0.184  8.537E-02  9.568E-02  1.208E-01
                                          7      0.422  9.188E-02  1.052E-01  1.450E-01
                                          3      0.894  7.235E-01  7.268E-01  4.570E-03
                                          2      1.003  5.788E-03  5.810E-03  3.730E-03
                                          1      1.051  6.294E-04  6.458E-04  2.600E-02
 22   1.098200   4.0 -1             1                      (4-)  0                                                                                                                                                                                                                              0.000000  5    
                                          3      0.942  9.948E-01  1.000E+00  5.200E-03
 23   1.111600  12.0  1             1                       12+  0                                                                                                                                                                                                                              0.000000  0    
                                         11      0.306  8.460E-01  1.000E+00  1.820E-01
 24   1.131100   9.0 -1             1                      (9-)  0                                                                                                                                                                                                                              0.000000  1    
                                          5      0.590  9.862E-01  1.000E+00  1.400E-02
 25   1.132970   2.0  1             2                      (2+)  0                                                                                                                                                                                                                              0.000000       
                                          2      1.085  7.121E-01  7.270E-01  2.100E-02
                                          1      1.133  2.706E-01  2.730E-01  8.770E-03
 26   1.173060   2.0 -1             1                      (2)-  0                                                                                                                                                                                                                              0.000000  6    
                                          2      1.125  9.970E-01  1.000E+00  3.000E-03
 27   1.186600   8.0  1             1                        8+  0                                                                                                                                                                                                                              0.000000  2    
                                          5      0.646  9.259E-01  1.000E+00  8.000E-02
 28   1.194000  -1.0  0             7                   (3+,4+)  0                                                                                                                                                                                                                              0.000000       
                                         21      0.143  4.527E-03  5.523E-03  2.200E-01
                                         18      0.224  2.433E-02  3.674E-02  5.100E-01
                                         14      0.282  2.150E-01  2.645E-01  2.300E-01
                                         13      0.327  5.659E-01  6.497E-01  1.480E-01
                                          3      1.037  3.565E-02  3.565E-02  0.000E+00
                                          2      1.146  3.961E-03  3.961E-03  0.000E+00
                                          1      1.194  3.961E-03  3.961E-03  0.000E+00
 29   1.211300   3.0 -1             2                        3-  0                                                                                                                                                                                                                              0.000000  6    
                                          3      1.055  8.103E-01  8.131E-01  3.420E-03
                                          2      1.165  1.864E-01  1.869E-01  2.890E-03
 30   1.227000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 31   1.277200   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 32   1.301000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 33   1.349000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 34   1.390900  11.0 -1             1                       11-  0                                                                                                                                                                                                                              0.000000  1    
                                         11      0.585  9.862E-01  1.000E+00  1.400E-02
 35   1.434300  10.0  1             1                       10+  0                                                                                                                                                                                                                              0.000000  2    
                                         11      0.628  9.259E-01  1.000E+00  8.000E-02
 36   1.438000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 37   1.453800  14.0  1             1                       14+  0                                                                                                                                                                                                                              0.000000  0    
                                         23      0.342  8.852E-01  1.000E+00  1.297E-01
 38   1.482000   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 39   1.489000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 40   1.520000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 41   1.569000   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 42   1.600000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 43   1.646000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 44   1.746000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 45   1.772000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 46   1.797000   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 47   1.822100   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 48   1.828200  16.0  1             1                       16+  0                                                                                                                                                                                                                              0.000000  0    
                                         37      0.374  9.085E-01  1.000E+00  1.007E-01
 49   1.861500   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 50   1.872000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 51   1.931800   0.0  1             0                        0+  0                                                                                                                                                                                                                              0.000000       
 52   1.972000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 53   1.979000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 54   1.998000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 55   2.023200  15.0 -1             1                     (15-)  0                                                                                                                                                                                                                              0.000000  1    
                                         37      0.569  9.852E-01  1.000E+00  1.500E-02
 56   2.043000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 57   2.061000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 58   2.072000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 59   2.147000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 60   2.172000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 61   2.204000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 62   2.231600  18.0  1             1                       18+  0                                                                                                                                                                                                                              0.000000  0    
                                         48      0.403  9.009E-01  1.000E+00  1.100E-01
 63   2.284000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 64   2.333000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 65   2.659800  20.0  1             1                     (20+)  0                                                                                                                                                                                                                              0.000000  0    
                                         62      0.428  9.174E-01  1.000E+00  9.000E-02
233U   233   92   97   77   37    4    5.761930    6.316690
  1   0.000000   2.5  1  5.024E+12  0 u                    5/2+  4 =  1.0000E+02 %A      =  7.2000E-11 %24NE   <  6.0000E-11 %SF     LT 1.3000E-13 %28MG                                                                                                                                        0.000000  0    
  2   0.040350   3.5  1  1.100E-10  1 u                    7/2+  0                                                                                                                                                                                                                              0.000000  1    
                                          1      0.040  2.849E-03  1.000E+00  3.500E+02
  3   0.092160   4.5  1             2 u                    9/2+  0                                                                                                                                                                                                                              0.000000  0    
                                          2      0.052  2.730E-03  4.669E-01  1.700E+02
                                          1      0.092  1.300E-02  5.331E-01  4.000E+01
  4   0.155230   5.5  1             2 u                   11/2+  0                                                                                                                                                                                                                              0.000000  1    
                                          3      0.063  0.000E+00  0.000E+00  7.000E+01
                                          2      0.115  0.000E+00  0.000E+00  1.300E+01
  5   0.197000   2.5  1             0 n                          0                                                                                                                                                                                                                              0.000000       
  6   0.229470   6.5  1             2 u                 (13/2+)  0                                                                                                                                                                                                                              0.000000       
                                          4      0.075  1.915E-02  6.320E-01  3.200E+01
                                          3      0.137  8.326E-02  3.680E-01  3.420E+00
  7   0.298810   2.5 -1             2 u                  (5/2-)  0                                                                                                                                                                                                                              0.000000  2    
                                          2      0.258  1.693E-01  1.879E-01  1.100E-01
                                          1      0.299  7.590E-01  8.121E-01  7.000E-02
  8   0.301940   4.5  1             2 g                          0                                                                                                                                                                                                                              0.000000       
                                          2      0.261  3.626E-01  6.890E-01  9.000E-01
                                          1      0.302  2.430E-01  3.110E-01  2.800E-01
  9   0.311904   1.5  1  1.200E-10  2 u                    3/2+  0                                                                                                                                                                                                                              0.000000  3    
                                          2      0.272  4.634E-03  5.857E-03  2.640E-01
                                          1      0.312  5.523E-01  9.941E-01  8.000E-01
 10   0.314600   7.5  1             2 u                 (15/2+)  0                                                                                                                                                                                                                              0.000000  1    
                                          6      0.085  3.388E-02  6.437E-01  1.800E+01
                                          4      0.159  1.255E-01  3.563E-01  1.840E+00
 11   0.320830   3.5 -1             3 u                    7/2-  0                                                                                                                                                                                                                              0.000000  2    
                                          3      0.229  1.886E-01  2.169E-01  1.500E-01
                                          2      0.281  4.964E-01  5.411E-01  9.000E-02
                                          1      0.321  2.283E-01  2.420E-01  6.000E-02
 12   0.330420   3.5  1             3 u                  (7/2+)  0                                                                                                                                                                                                                              0.000000       
                                          3      0.238  1.433E-01  3.153E-01  1.200E+00
                                          2      0.290  3.185E-01  5.414E-01  7.000E-01
                                          1      0.330  9.554E-02  1.433E-01  5.000E-01
 13   0.340477   2.5  1  5.200E-11  5 u                    5/2+  0                                                                                                                                                                                                                              0.000000  3    
                                          9      0.029  1.623E-03  5.487E-01  3.370E+02
                                          7      0.042  3.186E-04  7.233E-04  1.270E+00
                                          3      0.248  1.394E-03  1.888E-03  3.540E-01
                                          2      0.300  1.517E-01  2.837E-01  8.700E-01
                                          1      0.340  1.018E-01  1.649E-01  6.200E-01
 14   0.353790   4.5 -1             3 u                    9/2-  0                                                                                                                                                                                                                              0.000000  2    
                                          4      0.199  1.241E-01  1.527E-01  2.300E-01
                                          3      0.262  3.103E-01  3.413E-01  1.000E-01
                                          2      0.313  4.774E-01  5.060E-01  6.000E-02
 15   0.380430   3.5  1             2 u                  (7/2+)  0                                                                                                                                                                                                                              0.000000  3    
