 21   3.774000   1.5 -1  6.518E-19  1 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      3.773  9.989E-01  1.000E+00  1.094E-03
 22   3.780700   2.5  1             8 u                  (5/2+)  0                                                                                                                                                                                                                              0.000000       
                                         10      0.768  1.002E-02  1.002E-02  8.200E-05
                                          8      0.898  2.004E-02  2.004E-02  1.180E-04
                                          7      1.062  1.002E-02  1.002E-02  9.380E-05
                                          6      1.115  6.013E-02  6.013E-02  7.400E-05
                                          5      1.193  1.002E-02  1.002E-02  8.400E-05
                                          3      1.685  2.004E-02  2.005E-02  1.780E-04
                                          2      2.064  2.004E-01  2.006E-01  6.940E-04
                                          1      3.780  6.681E-01  6.691E-01  1.590E-03
 23   3.788000   1.5  1  2.281E-18  0 c               3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 24   3.810000   0.5  1             0 c          (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 25   3.905000   3.5  1             0 n                          0                                                                                                                                                                                                                              0.000000       
 26   3.968000   0.5  1  1.141E-19  0 u                    1/2+  0                                                                                                                                                                                                                              0.000000       
 27   4.022800   3.5 -1             7 u                    7/2-  0                                                                                                                                                                                                                              0.000000       
                                          8      1.140  7.026E-03  7.027E-03  6.040E-05
                                          7      1.304  4.918E-03  4.919E-03  1.170E-04
                                          6      1.356  2.375E-01  2.375E-01  1.860E-04
                                          5      1.435  1.967E-02  1.968E-02  1.000E-04
                                          3      1.927  4.918E-03  4.919E-03  1.720E-04
                                          2      2.306  2.248E-02  2.250E-02  4.800E-04
                                          1      4.023  7.026E-01  7.034E-01  1.128E-03
 28   4.030200   3.5 -1             5 u                    7/2-  0                                                                                                                                                                                                                              0.000000       
                                          8      1.148  3.883E-03  3.883E-03  6.310E-05
                                          5      1.442  2.912E-03  2.913E-03  1.010E-04
                                          3      1.934  1.941E-03  1.942E-03  1.740E-04
                                          2      2.314  1.941E-02  1.942E-02  4.830E-04
                                          1      4.030  9.707E-01  9.718E-01  1.132E-03
 29   4.245000   2.5  1             9 u                    5/2+  0                                                                                                                                                                                                                              0.000000       
                                         10      1.232  1.480E-01  1.480E-01  1.074E-04
                                          8      1.363  1.173E-01  1.174E-01  8.600E-05
                                          7      1.526  1.020E-03  1.021E-03  1.393E-04
                                          6      1.578  4.286E-02  4.286E-02  1.237E-04
                                          5      1.657  4.082E-03  4.083E-03  4.040E-04
                                          4      1.830  6.122E-03  6.126E-03  5.300E-04
                                          3      2.149  5.102E-01  5.104E-01  3.330E-04
                                          2      2.529  2.041E-03  2.043E-03  9.830E-04
                                          1      4.245  1.679E-01  1.682E-01  1.772E-03
 30   4.328000   2.5  1             5 u                    5/2+  0                                                                                                                                                                                                                              0.000000       
                                          6      1.661  9.509E-03  9.511E-03  1.690E-04
                                          5      1.740  1.823E-01  1.823E-01  4.650E-04
                                          4      1.913  8.717E-03  8.722E-03  5.890E-04
                                          3      2.232  5.547E-03  5.549E-03  4.100E-04
                                          1      4.328  7.924E-01  7.939E-01  1.800E-03
 31   4.441000   1.5 -1             6 c          (3/2-,5/2,7/2)  0                                                                                                                                                                                                                              0.000000       
                                         11      1.255  2.052E-01  2.052E-01  1.250E-04
                                          8      1.558  7.979E-02  7.980E-02  1.050E-04
                                          7      1.721  7.599E-03  7.603E-03  4.510E-04
                                          6      1.773  3.192E-01  3.193E-01  4.890E-04
                                          5      1.852  7.599E-03  7.601E-03  2.400E-04
                                          1      4.440  3.800E-01  3.805E-01  1.323E-03
 32   4.504000   1.5  1  4.562E-19  0 u                    3/2+  0                                                                                                                                                                                                                              0.000000       
 33   4.514000   4.5  1             1 u                    9/2+  0                                                                                                                                                                                                                              0.000000       
                                          1      4.514  9.981E-01  1.000E+00  1.870E-03
 34   4.535000   1.5 -1  3.802E-20  0 u                    3/2-  0                                                                                                                                                                                                                              0.000000       
 35   4.644000   0.5 -1  1.267E-20  0 u                    1/2-  0                                                                                                                                                                                                                              0.000000       
 36   4.656000   1.5  1             0 c          (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 37   4.777000   1.5  1  1.521E-19  0                      3/2+  0                                                                                                                                                                                                                              0.000000       
 38   4.810000  -1.0  0             1               (5/2-,9/2+)  0                                                                                                                                                                                                                              0.000000       
                                          1      4.810  1.000E+00  1.000E+00  0.000E+00
 39   4.869000   2.5  1  2.281E-19  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
 40   4.929000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 41   4.947000   2.5  1  4.562E-19  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
 42   4.951000   2.5 -1  2.281E-19  1                      5/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      4.953  9.987E-01  1.000E+00  1.345E-03
 43   5.011000   3.5 -1             1                      7/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      5.011  9.986E-01  1.000E+00  1.410E-03
 44   5.021000   0.5  1  7.604E-20  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 45   5.036800   4.5  1  1.141E-18  3                      9/2+  0                                                                                                                                                                                                                              0.000000       
                                         12      1.679  2.714E-02  2.715E-02  4.200E-04
                                          8      2.155  2.571E-01  2.572E-01  3.700E-04
                                          1      5.037  7.142E-01  7.156E-01  2.030E-03
 46   5.074000   0.5 -1  1.521E-19  0                      1/2-  0                                                                                                                                                                                                                              0.000000       
 47   5.083000   1.5  1  6.518E-19  0                      3/2+  0                                                                                                                                                                                                                              0.000000       
 48   5.143000   1.5 -1  1.521E-19  1                      3/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      5.143  9.985E-01  1.000E+00  1.525E-03
 49   5.167000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 50   5.200000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 51   5.225000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 52   5.324000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 53   5.356000   1.5  1  1.521E-19  0                      3/2+  0                                                                                                                                                                                                                              0.000000       
 54   5.376000   2.5  1  6.518E-20  1                      5/2+  0                                                                                                                                                                                                                              0.000000       
                                          1      5.379  9.979E-01  1.000E+00  2.130E-03
 55   5.396000   1.5 -1  1.141E-19  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
 56   5.419000   2.5  1  2.535E-20  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
 57   5.490000   0.5 -1  3.802E-20  0                      1/2-  0                                                                                                                                                                                                                              0.000000       
 58   5.494000   0.5  1  4.562E-19  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 59   5.521000   2.5 -1  9.125E-19  0                      5/2-  0                                                                                                                                                                                                                              0.000000       
 60   5.535000   1.5 -1  2.281E-20  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
 61   5.568000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 62   5.578000  -1.0  0  7.604E-20  1                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
                                          1      5.578  1.000E+00  1.000E+00  0.000E+00
 63   5.650000   2.5 -1  1.521E-19  1                      5/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      5.650  9.984E-01  1.000E+00  1.590E-03
 64   5.691000   0.5 -1  4.562E-19  0                      1/2-  0                                                                                                                                                                                                                              0.000000       
 65   5.705000   0.5 -1  3.802E-20  0                      1/2-  0                                                                                                                                                                                                                              0.000000       
 66   5.709000   2.5 -1  3.802E-20  1                      5/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      5.710  9.984E-01  1.000E+00  1.610E-03
 67   5.755000   1.5 -1  6.518E-20  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
 68   5.771000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 69   5.801000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 70   5.810000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 71   5.838000  -1.0  0  5.244E-20  0                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 72   5.861000   2.5 -1             0                      5/2-  0                                                                                                                                                                                                                              0.000000       
 73   5.867000   2.5  1  3.709E-20  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
 74   5.886000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 75   5.915000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 76   5.939000   1.5  1  8.295E-18  5                      3/2+  1 =  1.0000E+02 %P                                                                                                                                                                                                             0.000000       
                                         29      1.694  5.317E-01  5.318E-01  1.810E-04
                                         22      2.158  4.253E-02  4.255E-02  3.700E-04
                                         13      2.528  1.595E-01  1.596E-01  5.400E-04
                                          6      3.272  1.489E-01  1.490E-01  8.500E-04
                                          3      3.843  1.170E-01  1.171E-01  1.060E-03
 77   5.971000  -1.0  0  1.086E-19  1                 5/2-,7/2-  0                                                                                                                                                                                                                              0.000000       
                                          1      5.973  1.000E+00  1.000E+00  0.000E+00
 78   5.986000   1.5 -1  5.244E-20  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
 79   6.013000   0.5  1  1.709E-20  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 80   6.036000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 81   6.047000   1.5 -1  3.771E-20  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
 82   6.085000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 83   6.112000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 84   6.116000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 85   6.131000  -1.0  0  1.573E-19  0                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 86   6.148000   2.5  1  1.573E-19  1                      5/2+  0                                                                                                                                                                                                                              0.000000       
                                          1      6.149  1.000E+00  1.000E+00  0.000E+00
 87   6.203000   1.5 -1  7.019E-20  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
 88   6.236000  -1.0  0  5.497E-20  0                 5/2-,7/2-  0                                                                                                                                                                                                                              0.000000       
 89   6.259000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
 90   6.314000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 91   6.326000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
 92   6.335000   0.5  1  1.635E-20  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
 93   6.361000   2.5  1  1.629E-19  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
 94   6.399000  -1.0  0  5.633E-20  0                 3/2+,5/2+  0                                                                                                                                                                                                                              0.000000       
 95   6.414000   2.5  1  7.604E-20  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
 96   6.435000   2.5 -1  4.387E-20  0                      5/2-  0                                                                                                                                                                                                                              0.000000       
 97   6.458000   1.5 -1  9.311E-20  0                    (3/2-)  0                                                                                                                                                                                                                              0.000000       
 98   6.469000   2.5 -1  3.771E-20  0                      5/2-  0                                                                                                                                                                                                                              0.000000       
 99   6.474000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
100   6.507000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
101   6.513000   2.5  1  2.427E-20  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
102   6.522000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
103   6.533000   2.5  1  3.510E-19  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
104   6.572000   2.5 -1  1.014E-19  0                      5/2-  0                                                                                                                                                                                                                              0.000000       
105   6.585000   0.5 -1  1.014E-19  0                      1/2-  0                                                                                                                                                                                                                              0.000000       
106   6.589000   0.5  1             0                      1/2+  0                                                                                                                                                                                                                              0.000000       
107   6.610000   0.5  1  4.803E-20  0                      1/2+  0                                                                                                                                                                                                                              0.000000       
108   6.622000   2.5  1  1.426E-19  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
109   6.643000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
110   6.651000   4.5  1  1.141E-19  0                      9/2+  0                                                                                                                                                                                                                              0.000000       
111   6.673000  -1.0  0             0            (1/2,3/2,5/2)+  0                                                                                                                                                                                                                              0.000000       
112   6.691000   1.5 -1  1.426E-19  0                      3/2-  0                                                                                                                                                                                                                              0.000000       
113   6.700000   2.5  1  7.359E-20  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
114   6.730000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
115   6.741000   2.5  1  6.337E-20  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
116   6.752000  -1.0  0             0                            0                                                                                                                                                                                                                              0.000000       
117   6.772000   1.5 -1             0                    (3/2-)  0                                                                                                                                                                                                                              0.000000       
118   6.783000   2.5 -1  4.387E-20  0                      5/2-  0                                                                                                                                                                                                                              0.000000       
119   6.824000   2.5  1  1.113E-19  0                      5/2+  0                                                                                                                                                                                                                              0.000000       
120   6.841000   2.5 -1  7.242E-20  0                      5/2-  0                                                                                                                                                                                                                              0.000000       
