#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  26  72 Fe   0.68564   0.04879   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  27  72 Co   0.68564   0.04879   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  72 Ni   0.68564   0.04879   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  29  72 Cu   0.68564   0.04879   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  30  72 Zn   0.68564   0.04879   0.71757   0.10107  42   9   7   2  2.19252  0.65270  2.865E-02       0             0.000
  31  72 Ga   0.68564   0.04879  -1.55101   0.16550 111  61  14   2  1.26300  0.01644  1.077E-02 *     0             2.497
  32  72 Ge   0.68564   0.04879   0.78922   0.15334 181  50   7   9  3.46800  2.11690  7.820E-03 *     0             2.342
  33  72 As   0.68564   0.04879  -1.57733   0.16213  66  49  14   3  1.03355  0.21356  3.806E-02 *     0             2.832
  34  72 Se   0.68564   0.04879   0.73668   0.11063  53  13   7   5  2.46677  1.63686  4.498E-02       0             2.222
  35  72 Br   0.68564   0.04879  -1.44551   0.13831 110  39   7   1  1.02761  0.00000  3.520E-01   F   0             2.384
  36  72 Kr   0.68564   0.04879   1.48440   0.10059  45   9   7   4  3.26550  1.32140  3.084E-01   F   0             0.000
  26  73 Fe   0.67978   0.04966   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  27  73 Co   0.67978   0.04966   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  73 Ni   0.67978   0.04966   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  73 Cu   0.67978   0.04966   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  30  73 Zn   0.67978   0.04966   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  1   2  0.000  0.000
  31  73 Ga   0.67978   0.04966  -0.05775   0.12804  31  23   7   1  2.22100  0.00000  2.169E-02 *     0             2.097
  32  73 Ge   0.67978   0.04966  -1.19005   0.16412 120  40  18   3  1.38610  0.06673  1.148E-02 *     0             2.358
  33  73 As   0.67978   0.04966  -1.03509   0.16086 145  37  17   2  1.40090  0.06704  8.230E-03 *     0             2.372
  34  73 Se   0.67978   0.04966  -1.11061   0.12204  82  20   7   2  0.80476  0.02571  3.842E-02 *     0             2.228
  35  73 Br   0.67978   0.04966  -0.79736   0.13420 122  16  14   3  1.13756  0.17808  7.645E-02   F   0             2.328
  36  73 Kr   0.67978   0.04966  -0.46353   0.10652  54  11   7   1  1.37218  0.00000  2.325E-01   F   0             3.494
  37  73 Rb   0.67978   0.04966   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  38  73 Sr   0.67978   0.04966   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  26  74 Fe   0.67943   0.05062   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  27  74 Co   0.67943   0.05062   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  74 Ni   0.67943   0.05062   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  29  74 Cu   0.67943   0.05062   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  74 Zn   0.67943   0.05062   0.88081   0.10173  22   8   7   2  2.35360  0.60590  7.955E-02   F   0             0.000
  31  74 Ga   0.67943   0.05062   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  32  74 Ge   0.67943   0.05062   0.54828   0.16996 259  66   7   5  3.39262  1.48281  6.110E-03 *     0             2.457
  33  74 As   0.67943   0.05062  -1.72999   0.18112  94  76  14   1  1.20700  0.00000  3.482E-02 *     0             2.793
  34  74 Se   0.67943   0.05062   0.68981   0.14743 124  37   7   5  3.30600  1.36317  1.676E-02 *     0             2.738
  35  74 Br   0.67943   0.05062  -1.63318   0.15108  94  55   7   1  1.04940  0.00000  5.187E-01   F   0             3.163
  36  74 Kr   0.67943   0.05062   0.31700   0.10484  81   9   7   4  1.78138  1.01332  2.703E-02       0             0.000
  37  74 Rb   0.67943   0.05062   0.30157   0.10465  30   9   7   1  1.80600  0.00000  8.966E-02   F   0             0.000
  38  74 Sr   0.67943   0.05062   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  27  75 Co   0.68519   0.05146   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  75 Ni   0.68519   0.05146   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  75 Cu   0.68519   0.05146   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  75 Zn   0.68519   0.05146   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  75 Ga   0.68519   0.05146  -0.00595   0.15104  46  43   7   1  2.99884  0.00000  4.394E-02 *     0             2.486
  32  75 Ge   0.68519   0.05146  -0.96630   0.13123 104  25   7   1  1.25700  0.00000  1.337E-02 *     0             2.276
  33  75 As   0.68519   0.05146  -0.91368   0.14636 119  31   9   6  1.43050  0.40066  1.492E-02 *     0             1.913
  34  75 Se   0.68519   0.05146  -1.15176   0.17475 145  53  15  11  1.56089  0.74765  1.068E-02 *     0             2.472
  35  75 Br   0.68519   0.05146  -1.09618   0.14506 103  20  14   1  0.93964  0.00000  5.955E-02   F   0             2.673
  36  75 Kr   0.68519   0.05146  -0.82405   0.12515  87  18   7   1  1.09910  0.00000  1.020E-01   F   0             2.696
  37  75 Rb   0.68519   0.05146  -0.01065   0.13755  32  15  14   1  1.85800  0.00000  1.967E-02       0             3.998
  38  75 Sr   0.68519   0.05146   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  27  76 Co   0.69682   0.05216   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  76 Ni   0.69682   0.05216   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  29  76 Cu   0.69682   0.05216   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  2   1  0.000  0.000
  30  76 Zn   0.69682   0.05216   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  31  76 Ga   0.69682   0.05216  -0.77160   0.10748  23   9   7   1  0.78155  0.00000  3.613E-02       0             0.000
  32  76 Ge   0.69682   0.05216   0.72653   0.15958 112  44   7   4  3.34900  1.41008  4.900E-03 *     0             2.231
  33  76 As   0.69682   0.05216  -1.84043   0.18681 157  82  14   1  1.23000  0.00000  2.916E-02 *     0             2.016
  34  76 Se   0.69682   0.05216   0.46553   0.15228 167  37   7   7  2.97620  1.78765  7.490E-03 *     0             2.483
  35  76 Br   0.69682   0.05216  -1.44084   0.14636  69  37   7   1  1.04789  0.00000  3.364E-01   F   1  24  0.584  2.976
  36  76 Kr   0.69682   0.05216   0.30813   0.10493  59   8   7   5  1.73329  1.22165  3.650E-02       0             0.000
  37  76 Rb   0.69682   0.05216   0.00000   1.00000  24   1   1   1  0.00000  0.00000                  6  19  0.000  0.000
  38  76 Sr   0.69682   0.05216   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  39  76 Y    0.69682   0.05216   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  77 Ni   0.71398   0.05281   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  77 Cu   0.71398   0.05281   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  77 Zn   0.71398   0.05281   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  31  77 Ga   0.71398   0.05281  -0.10577   0.14897  35  20  14   1  2.02881  0.00000  2.548E-02       0             1.675
  32  77 Ge   0.71398   0.05281  -0.84342   0.12828  52  19   7   3  1.38500  0.22490  2.770E-02 *     0             2.058
  33  77 As   0.71398   0.05281  -0.87608   0.15226  99  33   9   5  1.61700  0.47544  9.300E-03 *     0             2.303
  34  77 Se   0.71398   0.05281  -1.13957   0.17417 160  36  20  10  1.43900  0.68010  8.370E-03 *     0             2.542
  35  77 Br   0.71398   0.05281  -1.26217   0.15863 111  36  11   4  1.30490  0.16193  1.224E-02 *     0             2.691
  36  77 Kr   0.71398   0.05281  -1.06118   0.14299  67  29   7   2  1.31242  0.06647  1.636E-01   F   0             2.385
  37  77 Rb   0.71398   0.05281  -0.46569   0.14430 100  17  14   2  1.59039  0.14483  1.187E-01   F   0             3.767
  38  77 Sr   0.71398   0.05281  -0.40497   0.10622  33   8   7   1  1.05200  0.00000  5.299E-02   F   0             0.000
  39  77 Y    0.71398   0.05281   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  78 Ni   0.73644   0.05358   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  78 Cu   0.73644   0.05358   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  78 Zn   0.73644   0.05358   0.00000   1.00000   6   1   1   2  0.00000  0.73020                  0             0.000
  31  78 Ga   0.73644   0.05358  -0.71613   0.12078  21  13   7   1  1.12256  0.00000  6.186E-02   F   0             1.586
  32  78 Ge   0.73644   0.05358   0.61676   0.11891  51  12   7   5  2.43871  1.57020  1.148E-01   F   0             2.084
  33  78 As   0.73644   0.05358  -1.33420   0.15973  43  28  14   1  1.17800  0.00000  1.254E-02 *     0             3.166
  34  78 Se   0.73644   0.05358   0.40346   0.18349 186  72   7   9  3.55015  2.19065  5.380E-03 *     0             2.574
  35  78 Br   0.73644   0.05358  -1.95044   0.17775  85  42  18   1  0.79330  0.00000  3.429E-02 *     0             2.990
  36  78 Kr   0.73644   0.05358   0.19503   0.11907 123  12   7   6  2.00741  1.56476  2.899E-02       0             2.333
  37  78 Rb   0.73644   0.05358  -1.63387   0.15051  74  43   7   1  1.11460  0.00000  3.864E-01   F   0             3.557
  38  78 Sr   0.73644   0.05358   0.78706   0.11100  48   9   7   3  2.38840  0.78080  1.899E-02       0             0.000
  39  78 Y    0.73644   0.05358   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  1   2  0.000  0.000
  40  78 Zr   0.73644   0.05358   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  28  79 Ni   0.76394   0.05479   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  79 Cu   0.76394   0.05479   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  79 Zn   0.76394   0.05479   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  79 Ga   0.76394   0.05479   0.56252   0.14645  20  15  14   1  2.64900  0.00000  1.995E-02       0             2.618
  32  79 Ge   0.76394   0.05479  -0.51994   0.11645  40  10   7   1  1.18731  0.00000  7.980E-02   F   0             2.193
  33  79 As   0.76394   0.05479  -0.69063   0.14463  38  28   7   1  2.12800  0.00000  3.321E-02 *     0             2.076
  34  79 Se   0.76394   0.05479  -1.30850   0.17814 114  40  16   2  1.52640  0.09577  7.930E-03 *     0             2.525
  35  79 Br   0.76394   0.05479  -1.28161   0.18362 140  45  17   4  1.62160  0.26133  9.370E-03 *     0             2.424
  36  79 Kr   0.76394   0.05479  -1.46989   0.17801  99  43  15  11  1.50790  0.63579  1.491E-02 *     0             2.604
  37  79 Rb   0.76394   0.05479  -1.45861   0.15301  98  19  14   1  0.77440  0.00000  8.863E-02   F   0             2.652
  38  79 Sr   0.76394   0.05479  -0.74913   0.11265  30   9   7   1  0.98246  0.00000  1.342E-01   F   0             0.000
  39  79 Y    0.76394   0.05479   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  40  79 Zr   0.76394   0.05479   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  80 Cu   0.79608   0.05690   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  80 Zn   0.79608   0.05690   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  80 Ga   0.79608   0.05690   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  32  80 Ge   0.79608   0.05690   1.30460   0.11787  32   9   7   2  3.03695  0.65915  1.279E-02       0             0.000
  33  80 As   0.79608   0.05690  -1.03881   0.12942  23  14   7   1  1.04500  0.00000  4.325E-02       0             0.000
  34  80 Se   0.79608   0.05690   0.48916   0.17176  85  42   7   5  3.44188  1.70145  7.290E-03 *     0             2.134
  35  80 Br   0.79608   0.05690  -2.12049   0.20828 120  93  14   3  1.44500  0.08584  2.514E-02 *     0             2.912
  36  80 Kr   0.79608   0.05690   0.89635   0.15218  52  26   7  13  3.69975  2.96900  2.299E-02 *     0             4.058
  37  80 Rb   0.79608   0.05690  -1.42641   0.14197  77  20   7   1  0.88400  0.00000  2.789E-01   F   0             3.567
  38  80 Sr   0.79608   0.05690   0.09900   0.11777 123   9   7   3  1.83255  0.98068  1.253E-02      33  91  0.000  0.000
  39  80 Y    0.79608   0.05690  -1.22711   0.13357  85  16   7   1  0.93750  0.00000  1.267E-01   F   0             3.410
  40  80 Zr   0.79608   0.05690   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  29  81 Cu   0.83221   0.06048   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  81 Zn   0.83221   0.06048   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  81 Ga   0.83221   0.06048   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  32  81 Ge   0.83221   0.06048  -0.34132   0.14388  37  16   7   1  1.85534  0.00000  5.233E-02   F   0             2.204
  33  81 As   0.83221   0.06048  -0.68024   0.16544  45  17  14   1  1.67200  0.00000  2.587E-02       0             2.033
  34  81 Se   0.83221   0.06048  -0.55462   0.17855  77  49   7   4  3.22270  0.46774  4.129E-02 *     0             1.910
  35  81 Br   0.83221   0.06048  -1.30572   0.19929 113  44  15   3  1.79890  0.53620  1.473E-02 *     0             2.294
  36  81 Kr   0.83221   0.06048  -1.36835   0.19543 102  39  16   5  1.74477  0.54898  8.900E-03 *     0             2.573
  37  81 Rb   0.83221   0.06048  -1.58902   0.18503 104  35  13   3  1.46420  0.15348  1.325E-02 *     0             2.538
  38  81 Sr   0.83221   0.06048  -1.57240   0.14505 150  20   7   1  0.90460  0.00000  1.624E-01   F  39 112  0.000  2.691
  39  81 Y    0.83221   0.06048  -1.01662   0.16163 115  15  14   1  1.25010  0.00000  1.951E-02       6 110  0.000  3.090
  40  81 Zr   0.83221   0.06048  -1.37178   0.12747  42  10   7   1  0.50122  0.00000  9.981E-02   F  14   2  0.000  2.280
  41  81 Nb   0.83221   0.06048   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  29  82 Cu   0.87123   0.06606   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  82 Zn   0.87123   0.06606   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  82 Ga   0.87123   0.06606   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  32  82 Ge   0.87123   0.06606   0.00000   1.00000  17   1   1   2  0.00000  1.34751                  0             0.000
  33  82 As   0.87123   0.06606   0.00000   1.00000  13   1   1   1  0.00000  0.00000                 10   2  0.000  0.000
  34  82 Se   0.87123   0.06606   1.08463   0.16663  39  20   7   5  3.68890  1.73512  3.548E-02       0             2.797
  35  82 Br   0.87123   0.06606  -1.81892   0.21975  68  50  14   2  1.54800  0.04595  2.100E-02 *     0             2.698
  36  82 Kr   0.87123   0.06606   0.25036   0.18210  72  29   7   5  3.18692  1.82053  9.310E-03 *     0             2.720
  37  82 Rb   0.87123   0.06606  -1.98126   0.19288  58  25  14   2  0.73490  0.06900  2.481E-02 *     0             3.883
  38  82 Sr   0.87123   0.06606   0.17676   0.13281  96   8   7  16  1.99602  2.83626  8.577E-03      10  87  0.000  0.000
  39  82 Y    0.87123   0.06606  -1.52328   0.15918  72  18   7   8  0.95691  0.40576  1.884E-01   F  10  63  0.000  3.900
  40  82 Zr   0.87123   0.06606   0.36282   0.13283  56   8   7   3  2.17540  1.04084  9.838E-04       0             0.000
  41  82 Nb   0.87123   0.06606   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  41  82 Nb   0.87123   0.06606   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  30  83 Zn   0.91138   0.07379   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  83 Ga   0.91138   0.07379   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  32  83 Ge   0.91138   0.07379   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  33  83 As   0.91138   0.07379   0.38300   0.19894  28  16  14   1  3.52260  0.00000  4.034E-01   F   0             1.811
  34  83 Se   0.91138   0.07379  -0.95431   0.15616  52  10   7   2  1.10000  0.22850  3.167E-02       0             1.661
  35  83 Br   0.91138   0.07379  -0.92376   0.20006  89  27   8   2  2.24000  0.35668  1.533E-02 *     0             2.509
  36  83 Kr   0.91138   0.07379  -1.13382   0.17759  78  17   7   4  1.27790  0.56196  3.793E-02 *     0             2.598
  37  83 Rb   0.91138   0.07379  -1.48493   0.23843 114  50  12   3  2.20660  0.04211  1.798E-02 *     0             3.135
  38  83 Sr   0.91138   0.07379  -1.44356   0.20096 115  30   7   3  1.60480  0.25915  1.644E-01   F  11 105  0.000  3.280
  39  83 Y    0.91138   0.07379  -1.82487   0.20735 139  20  14   2  0.88250  0.06198  2.072E-02      32 108  0.000  2.518
  40  83 Zr   0.91138   0.07379  -1.50603   0.17074 124  16   7   1  1.01340  0.00000  7.998E-02   F  30  95  0.000  2.940
  41  83 Nb   0.91138   0.07379   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  42  83 Mo   0.91138   0.07379   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  30  84 Zn   0.95007   0.08316   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  84 Ga   0.95007   0.08316   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  1   2  0.000  0.000
  32  84 Ge   0.95007   0.08316   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  33  84 As   0.95007   0.08316   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  34  84 Se   0.95007   0.08316   0.58539   0.21921  70  24   7   1  3.54830  0.00000  2.971E-02       0             2.248
  35  84 Br   0.95007   0.08316   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  36  84 Kr   0.95007   0.08316   0.44194   0.24564  73  38   7   6  3.87880  2.34546  9.890E-03 *     0             3.017
  37  84 Rb   0.95007   0.08316  -1.87414   0.24678  66  27  14   4  1.21800  0.46664  1.357E-02 *     0             3.532
  38  84 Sr   0.95007   0.08316   0.29179   0.22061  64  25   7   5  3.33191  1.76769  6.460E-03 *     0             3.106
  39  84 Y    0.95007   0.08316  -1.92771   0.18743  82  14   7   1  0.56470  0.00000  3.514E-01   F  22  61  0.000  3.857
  40  84 Zr   0.95007   0.08316   0.01556   0.16726  87   8   7   3  1.96660  1.11931  2.583E-02       0             0.000
  41  84 Nb   0.95007   0.08316  -1.72593   0.19769  60  18   7   1  0.92390  0.00000  1.538E-01   F   0             3.976
  42  84 Mo   0.95007   0.08316   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  31  85 Ga   0.98373   0.09285   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  32  85 Ge   0.98373   0.09285   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  85 As   0.98373   0.09285   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  85 Se   0.98373   0.09285   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  35  85 Br   0.98373   0.09285   0.83954   0.24818  26  15  14   4  3.53960  1.19130  2.729E-02       0             1.754
  36  85 Kr   0.98373   0.09285  -0.78605   0.29528  77  33  17   2  2.63670  0.30487  7.800E-03 *     0             2.931
  37  85 Rb   0.98373   0.09285  -1.29385   0.27237  98  33  10   7  2.08760  0.88582  7.010E-03 *     0             2.295
  38  85 Sr   0.98373   0.09285  -1.46814   0.31970 107  52  17   5  2.40600  0.76727  7.550E-03 *     0             2.901
  39  85 Y    0.98373   0.09285  -1.62757   0.29009  93  36  14   1  1.89600  0.00000  8.260E-03 *     0             2.743
  40  85 Zr   0.98373   0.09285   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  41  85 Nb   0.98373   0.09285   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  42  85 Mo   0.98373   0.09285   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  31  86 Ga   1.00802   0.10078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  32  86 Ge   1.00802   0.10078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  86 As   1.00802   0.10078   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  86 Se   1.00802   0.10078   0.00000   1.00000   4   1   1   1  0.00000  0.00000                  0             0.000
  35  86 Br   1.00802   0.10078  -1.66216   0.20158  22   8   7   1  0.43565  0.00000  3.298E-03       0             0.000
  36  86 Kr   1.00802   0.10078   1.05619   0.26278  64  23   7   5  4.19400  2.72400  1.074E-02 *     0             2.585
  37  86 Rb   1.00802   0.10078  -1.60710   0.33235  95  36  20   3  2.02490  0.55605  3.710E-03 *     0             3.193
  38  86 Sr   1.00802   0.10078   0.20693   0.30378  76  42   7   6  3.97300  2.22974  6.830E-03 *     0             2.967
  39  86 Y    1.00802   0.10078  -1.80729   0.29470  30  25  14   1  1.45500  0.00000  5.340E-03 *     0             3.967
  40  86 Zr   1.00802   0.10078   0.52719   0.24753 114  18   7   2  3.42332  0.75175  3.929E-02      36  79  0.000  3.616
  41  86 Nb   1.00802   0.10078  -1.76965   0.20234  80   8   7   1  0.27440  0.00000  1.346E-01   F  80   1  0.000  0.000
  42  86 Mo   1.00802   0.10078   1.07303   0.20856  31   9   7   1  3.30660  0.00000  4.001E-02       0             0.000
  43  86 Tc   1.00802   0.10078   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  31  87 Ga   1.01824   0.10454   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  32  87 Ge   1.01824   0.10454   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  87 As   1.01824   0.10454   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  87 Se   1.01824   0.10454   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  87 Br   1.01824   0.10454   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  36  87 Kr   1.01824   0.10454  -0.67071   0.34065 170  39  16   2  3.08078  0.53201  9.150E-03 *     0             1.803
  37  87 Rb   1.01824   0.10454  -0.40692   0.28215 106  28   7   2  3.09900  0.40259  1.313E-02 *     0             1.954
  38  87 Sr   1.01824   0.10454  -0.70881   0.39641 203  99  12   6  3.96000  1.74000  7.980E-03 *     0             2.920
  39  87 Y    1.01824   0.10454  -1.49648   0.38790 148 109   7   5  3.26260  1.15271  1.774E-02 *     0             3.532
  40  87 Zr   1.01824   0.10454  -1.33068   0.29959  63  28  11   1  2.12500  0.00000  1.637E-02 *     0             3.728
  41  87 Nb   1.01824   0.10454  -0.84721   0.28574 100  17  14   1  2.11430  0.00000  5.636E-02   F  36  65  0.000  4.095
  42  87 Mo   1.01824   0.10454   0.07081   0.20989  28   8   7   6  2.28370  1.86357  8.471E-02   F   0             0.000
  43  87 Tc   1.01824   0.10454   0.00000   1.00000   3   1   1   1  0.00000  0.00000                  0             0.000
  32  88 Ge   1.01126   0.10251   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  88 As   1.01126   0.10251   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  88 Se   1.01126   0.10251   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  35  88 Br   1.01126   0.10251   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  36  88 Kr   1.01126   0.10251   0.03395   0.28983  74  32   7   4  3.51900  1.64387  6.382E-02   F   0             2.337
  37  88 Rb   1.01126   0.10251  -1.53303   0.30623  62  28  14   1  1.96400  0.00000  1.532E-02 *     0             2.247
  38  88 Sr   1.01126   0.10251   1.19311   0.33505 243  57   7   7  5.25800  3.48656  8.810E-03 *     0             2.577
  39  88 Y    1.01126   0.10251  -1.68439   0.33350  87  35  19   1  1.97100  0.00000  7.950E-03 *     0             3.269
  40  88 Zr   1.01126   0.10251   0.23822   0.28559  81  30   7   3  3.63776  1.52140  1.046E-02 *     0             3.467
  41  88 Nb   1.01126   0.10251  -0.42034   0.20606  47   8   7   1  1.67571  0.00000  7.222E-03       3   2  0.000  0.000
  42  88 Mo   1.01126   0.10251   0.89851   0.20625  81   8   7   3  2.96301  1.65483  3.101E-02      32  50  0.000  0.000
  43  88 Tc   1.01126   0.10251   0.00000   1.00000  12   1   1   1  0.00000  0.00000                 12   1  0.000  0.000
  44  88 Ru   1.01126   0.10251   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  32  89 Ge   0.98865   0.09556   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  89 As   0.98865   0.09556   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  89 Se   0.98865   0.09556   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  89 Br   0.98865   0.09556   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  89 Kr   0.98865   0.09556  -0.69265   0.24056  45  21   7   1  2.29848  0.00000  5.941E-02   F   0             2.286
  37  89 Rb   0.98865   0.09556  -0.88051   0.24923  59  26   7   1  2.59810  0.00000  2.313E-02 *     0             1.630
  38  89 Sr   0.98865   0.09556   0.13989   0.32517 132  72   7   2  4.35900  1.03200  3.350E-03 *     0             2.883
  39  89 Y    0.98865   0.09556   0.40207   0.30249 224  51   7   8  4.25440  2.62210  8.020E-03 *     0             2.735
  40  89 Zr   0.98865   0.09556  -0.74896   0.33189 117  50  19   4  3.11118  1.45130  2.830E-03 *     0             3.847
  41  89 Nb   0.98865   0.09556  -0.77613   0.22713  47  17   7   1  2.15156  0.00000  2.715E-02 *     0             4.024
  42  89 Mo   0.98865   0.09556  -0.24380   0.20724  35  11   7   1  2.11000  0.00000  4.784E-02       0             0.000
  43  89 Tc   0.98865   0.09556  -0.25094   0.25846  52  16  14   1  2.53050  0.00000  2.533E-02      12  41  0.000  4.883
  44  89 Ru   0.98865   0.09556   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  45  89 Rh   0.98865   0.09556   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  32  90 Ge   0.95394   0.08573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  33  90 As   0.95394   0.08573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  34  90 Se   0.95394   0.08573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  35  90 Br   0.95394   0.08573   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  36  90 Kr   0.95394   0.08573   0.13181   0.21891  35  21   7   1  2.98731  0.00000  5.625E-02   F   0             1.421
